lu_bylaw,lu_code,label,descriptio,major,generalize,dc_bylaw,dc_site_no,density,height,far,RECLASS,LU_Simple,LU_Area_m2
1,S-SPR,S-SPR,"Special Purpose - School, Park and Community Reserve","Parks, Recreation and Public Education",Community Parks and Schools, , ,0.000000000000000,0.000000000000000,0.000000000000000,57,Institutional,0.000000000000000
1,S-SPR,S-SPR,"Special Purpose - School, Park and Community Reserve","Parks, Recreation and Public Education",Community Parks and Schools, , ,0.000000000000000,0.000000000000000,0.000000000000000,57,Institutional,0.000000000000000
1,S-CS,S-CS,Special Purpose - Community Service,"Parks, Recreation and Public Education",Community Parks and Schools, , ,0.000000000000000,0.000000000000000,0.000000000000000,54,Institutional,0.000000000000000
1,DC,DC209D2017,Direct Control,Direct Control,Direct Control,209D2017, ,0.000000000000000,0.000000000000000,0.000000000000000,24,Other,0.000000000000000
1,S-CI,S-CI,Special Purpose - Community Institution,Institutional,"Large Scale Health, Religious, Educational", , ,0.000000000000000,0.000000000000000,0.000000000000000,52,Institutional,0.000000000000000
1,M-1,M-1d110,Multi-Residential - Low Profile,Residential - Medium Density,Multi-Residential, , ,110.000000000000000,0.000000000000000,0.000000000000000,33,Other,0.000000000000000
1,M-CG,M-CGd72,Multi-Residential - Contextual Ground Oriented,Residential - Medium Density,Multi-Residential, , ,72.000000000000000,0.000000000000000,0.000000000000000,37,Residential – High Density,0.000000000000000
1,S-CS,S-CS,Special Purpose - Community Service,"Parks, Recreation and Public Education",Community Parks and Schools, , ,0.000000000000000,0.000000000000000,0.000000000000000,54,Institutional,0.000000000000000
1,S-CI,S-CI,Special Purpose - Community Institution,Institutional,"Large Scale Health, Religious, Educational", , ,0.000000000000000,0.000000000000000,0.000000000000000,52,Institutional,0.000000000000000
1,DC,DC62D2011,Direct Control,Direct Control,Direct Control,62D2011, ,0.000000000000000,0.000000000000000,0.000000000000000,24,Other,0.000000000000000
1,CR20-C20/R20,CR20-C20/R20,Commercial - Residential Core,Commercial - Core,High Rise Office and Mixed Use, , ,0.000000000000000,0.000000000000000,0.000000000000000,23,Other,0.000000000000000
1,S-SPR,S-SPR,"Special Purpose - School, Park and Community Reserve","Parks, Recreation and Public Education",Community Parks and Schools, , ,0.000000000000000,0.000000000000000,0.000000000000000,57,Institutional,0.000000000000000
1,M-CG,M-CGd44,Multi-Residential - Contextual Ground Oriented,Residential - Medium Density,Multi-Residential, , ,44.000000000000000,0.000000000000000,0.000000000000000,37,Residential – High Density,0.000000000000000
1,S-CS,S-CS,Special Purpose - Community Service,"Parks, Recreation and Public Education",Community Parks and Schools, , ,0.000000000000000,0.000000000000000,0.000000000000000,54,Institutional,0.000000000000000
1,S-R,S-R,Special Purpose - Recreation,"Parks, Recreation and Public Education",Recreational Areas and Facilities, , ,0.000000000000000,0.000000000000000,0.000000000000000,56,Institutional,0.000000000000000
1,S-FUD,S-FUD,Special Purpose - Future Urban Development,Future Urban Development,Future Urban Development, , ,0.000000000000000,0.000000000000000,0.000000000000000,55,Institutional,0.000000000000000
1,R-G,R-G,Residential - Low Density Mixed Housing,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,48,Residential – Low/Medium Density,0.000000000000000
1,DC,DC18D2008,Direct Control,Direct Control,Direct Control,18D2008, ,0.000000000000000,0.000000000000000,0.000000000000000,24,Other,0.000000000000000
1,DC,DC18D2008,Direct Control,Direct Control,Direct Control,18D2008, ,0.000000000000000,0.000000000000000,0.000000000000000,24,Other,0.000000000000000
1,DC,DC19D2008,Direct Control,Direct Control,Direct Control,19D2008, ,0.000000000000000,0.000000000000000,0.000000000000000,24,Other,0.000000000000000
1,DC,DC19D2008,Direct Control,Direct Control,Direct Control,19D2008, ,0.000000000000000,0.000000000000000,0.000000000000000,24,Other,0.000000000000000
1,DC,DC19D2008,Direct Control,Direct Control,Direct Control,19D2008, ,0.000000000000000,0.000000000000000,0.000000000000000,24,Other,0.000000000000000
1,DC,DC26D2014,Direct Control,Direct Control,Direct Control,26D2014, ,0.000000000000000,0.000000000000000,0.000000000000000,24,Other,0.000000000000000
1,DC,DC12Z96,Direct Control,Direct Control,Direct Control,12Z96, ,0.000000000000000,0.000000000000000,0.000000000000000,24,Other,0.000000000000000
1,M-2,M-2,Multi-Residential - Medium Profile,Residential - Medium Density,Multi-Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,34,Other,0.000000000000000
1,MU-1,MU-1f4.0h26,Mixed Use - General,Mixed Use,Pedestrian-Oriented Commercial Corridor, , ,0.000000000000000,26.000000000000000,4.000000000000000,44,Commercial / Mixed Use,0.000000000000000
1,S-SPR,S-SPR,"Special Purpose - School, Park and Community Reserve","Parks, Recreation and Public Education",Community Parks and Schools, , ,0.000000000000000,0.000000000000000,0.000000000000000,57,Institutional,0.000000000000000
1,MU-2,MU-2f4.0h30,Mixed Use - Active Frontage,Mixed Use,Pedestrian-Oriented Commercial Corridor, , ,0.000000000000000,30.000000000000000,4.000000000000000,45,Commercial / Mixed Use,0.000000000000000
1,C-O,C-Of3.0h20,Commercial - Office,Commercial,Office, , ,0.000000000000000,20.000000000000000,3.000000000000000,9,Commercial / Mixed Use,0.000000000000000
1,M-CG,M-CGd75,Multi-Residential - Contextual Ground Oriented,Residential - Medium Density,Multi-Residential, , ,75.000000000000000,0.000000000000000,0.000000000000000,37,Residential – High Density,0.000000000000000
1,R-CG,R-CG,Residential - Grade-Oriented Infill,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,47,Residential – Low/Medium Density,0.000000000000000
1,R-CG,R-CG,Residential - Grade-Oriented Infill,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,47,Residential – Low/Medium Density,0.000000000000000
1,M-G,M-G,Multi-Residential - At Grade Housing,Residential - Medium Density,Multi-Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,38,Other,0.000000000000000
1,M-1,M-1,Multi-Residential - Low Profile,Residential - Medium Density,Multi-Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,33,Other,0.000000000000000
1,R-G,R-G,Residential - Low Density Mixed Housing,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,48,Residential – Low/Medium Density,0.000000000000000
1,S-SPR,S-SPR,"Special Purpose - School, Park and Community Reserve","Parks, Recreation and Public Education",Community Parks and Schools, , ,0.000000000000000,0.000000000000000,0.000000000000000,57,Institutional,0.000000000000000
1,S-UN,S-UN,Special Purpose - Urban Nature,"Parks, Recreation and Public Education",Urban Nature, , ,0.000000000000000,0.000000000000000,0.000000000000000,59,Parks / Open Space,0.000000000000000
1,R-2M,R-2M,Residential - Low Density Multiple Dwellings,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,46,Other,0.000000000000000
1,DC,DC48D2017,Direct Control,Direct Control,Direct Control,48D2017, ,0.000000000000000,0.000000000000000,0.000000000000000,24,Other,0.000000000000000
1,S-CRI,S-CRI,Special Purpose - City and Regional Infrastructure,Major Infrastructure,City Regional Infrastructure, , ,0.000000000000000,0.000000000000000,0.000000000000000,53,Institutional,0.000000000000000
1,R-G,R-G,Residential - Low Density Mixed Housing,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,48,Residential – Low/Medium Density,0.000000000000000
1,R-Gm,R-Gm,Residential - Low Density Mixed Housing - Attached Housing Only,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,49,Residential – Low/Medium Density,0.000000000000000
1,M-G,M-G,Multi-Residential - At Grade Housing,Residential - Medium Density,Multi-Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,38,Other,0.000000000000000
1,M-H1,M-H1,"Multi-Residential - High Density, Low Rise",Residential - High Density,Multi-Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,39,Residential – High Density,0.000000000000000
1,C-C2,C-C2,Commercial - Community 2,Commercial,Community Commercial, , ,0.000000000000000,0.000000000000000,0.000000000000000,3,Commercial / Mixed Use,0.000000000000000
1,S-CRI,S-CRI,Special Purpose - City and Regional Infrastructure,Major Infrastructure,City Regional Infrastructure, , ,0.000000000000000,0.000000000000000,0.000000000000000,53,Institutional,0.000000000000000
1,S-R,S-R,Special Purpose - Recreation,"Parks, Recreation and Public Education",Recreational Areas and Facilities, , ,0.000000000000000,0.000000000000000,0.000000000000000,56,Institutional,0.000000000000000
1,M-2,M-2,Multi-Residential - Medium Profile,Residential - Medium Density,Multi-Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,34,Other,0.000000000000000
1,DC,DC171D2019,Direct Control,Direct Control,Direct Control,171D2019, ,0.000000000000000,0.000000000000000,0.000000000000000,24,Other,0.000000000000000
1,S-R,S-R,Special Purpose - Recreation,"Parks, Recreation and Public Education",Recreational Areas and Facilities, , ,0.000000000000000,0.000000000000000,0.000000000000000,56,Institutional,0.000000000000000
1,C-C1,C-C1,Commercial - Community 1,Commercial,Community Commercial, , ,0.000000000000000,0.000000000000000,0.000000000000000,2,Commercial / Mixed Use,0.000000000000000
1,C-C2,C-C2f1.0h24,Commercial - Community 2,Commercial,Community Commercial, , ,0.000000000000000,24.000000000000000,1.000000000000000,3,Commercial / Mixed Use,0.000000000000000
1,C-O,C-Of1.0h18,Commercial - Office,Commercial,Office, , ,0.000000000000000,18.000000000000000,1.000000000000000,9,Commercial / Mixed Use,0.000000000000000
1,C-C2,C-C2f1.0h24,Commercial - Community 2,Commercial,Community Commercial, , ,0.000000000000000,24.000000000000000,1.000000000000000,3,Commercial / Mixed Use,0.000000000000000
1,MU-2,MU-2f2.0h24,Mixed Use - Active Frontage,Mixed Use,Pedestrian-Oriented Commercial Corridor, , ,0.000000000000000,24.000000000000000,2.000000000000000,45,Commercial / Mixed Use,0.000000000000000
1,S-SPR,S-SPR,"Special Purpose - School, Park and Community Reserve","Parks, Recreation and Public Education",Community Parks and Schools, , ,0.000000000000000,0.000000000000000,0.000000000000000,57,Institutional,0.000000000000000
1,C-COR2,C-COR2f1.0h18,Commercial - Corridor 2,Commercial,Mixed Pedestrian/Auto-Oriented Commercial Corridor, , ,0.000000000000000,18.000000000000000,1.000000000000000,5,Commercial / Mixed Use,0.000000000000000
1,S-UN,S-UN,Special Purpose - Urban Nature,"Parks, Recreation and Public Education",Urban Nature, , ,0.000000000000000,0.000000000000000,0.000000000000000,59,Parks / Open Space,0.000000000000000
1,C-O,C-Of1.0h18,Commercial - Office,Commercial,Office, , ,0.000000000000000,18.000000000000000,1.000000000000000,9,Commercial / Mixed Use,0.000000000000000
1,DC,DC170D2019,Direct Control,Direct Control,Direct Control,170D2019, ,0.000000000000000,0.000000000000000,0.000000000000000,24,Other,0.000000000000000
1,R-G,R-G,Residential - Low Density Mixed Housing,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,48,Residential – Low/Medium Density,0.000000000000000
1,S-SPR,S-SPR,"Special Purpose - School, Park and Community Reserve","Parks, Recreation and Public Education",Community Parks and Schools, , ,0.000000000000000,0.000000000000000,0.000000000000000,57,Institutional,0.000000000000000
1,S-CRI,S-CRI,Special Purpose - City and Regional Infrastructure,Major Infrastructure,City Regional Infrastructure, , ,0.000000000000000,0.000000000000000,0.000000000000000,53,Institutional,0.000000000000000
1,C-O,C-Of1.0h18,Commercial - Office,Commercial,Office, , ,0.000000000000000,18.000000000000000,1.000000000000000,9,Commercial / Mixed Use,0.000000000000000
1,M-X1,M-X1d70,"Multi-Residential - Low Profile, Support Commercial",Residential - Medium Density,Multi-Residential, , ,70.000000000000000,0.000000000000000,0.000000000000000,42,Other,0.000000000000000
1,S-CRI,S-CRI,Special Purpose - City and Regional Infrastructure,Major Infrastructure,City Regional Infrastructure, , ,0.000000000000000,0.000000000000000,0.000000000000000,53,Institutional,0.000000000000000
1,MU-1,MU-1f2.0h24,Mixed Use - General,Mixed Use,Pedestrian-Oriented Commercial Corridor, , ,0.000000000000000,24.000000000000000,2.000000000000000,44,Commercial / Mixed Use,0.000000000000000
1,S-UN,S-UN,Special Purpose - Urban Nature,"Parks, Recreation and Public Education",Urban Nature, , ,0.000000000000000,0.000000000000000,0.000000000000000,59,Parks / Open Space,0.000000000000000
1,MU-1,MU-1f3.0h20,Mixed Use - General,Mixed Use,Pedestrian-Oriented Commercial Corridor, , ,0.000000000000000,20.000000000000000,3.000000000000000,44,Commercial / Mixed Use,0.000000000000000
1,M-1,M-1,Multi-Residential - Low Profile,Residential - Medium Density,Multi-Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,33,Other,0.000000000000000
1,R-G,R-G,Residential - Low Density Mixed Housing,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,48,Residential – Low/Medium Density,0.000000000000000
1,S-SPR,S-SPR,"Special Purpose - School, Park and Community Reserve","Parks, Recreation and Public Education",Community Parks and Schools, , ,0.000000000000000,0.000000000000000,0.000000000000000,57,Institutional,0.000000000000000
1,MU-2,MU-2f4.0h30,Mixed Use - Active Frontage,Mixed Use,Pedestrian-Oriented Commercial Corridor, , ,0.000000000000000,30.000000000000000,4.000000000000000,45,Commercial / Mixed Use,0.000000000000000
1,MU-2,MU-2f5.0h63,Mixed Use - Active Frontage,Mixed Use,Pedestrian-Oriented Commercial Corridor, , ,0.000000000000000,63.000000000000000,5.000000000000000,45,Commercial / Mixed Use,0.000000000000000
1,MU-1,MU-1f4.0h30,Mixed Use - General,Mixed Use,Pedestrian-Oriented Commercial Corridor, , ,0.000000000000000,30.000000000000000,4.000000000000000,44,Commercial / Mixed Use,0.000000000000000
1,R-G,R-G,Residential - Low Density Mixed Housing,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,48,Residential – Low/Medium Density,0.000000000000000
1,MU-1,MU-1f5.0h42,Mixed Use - General,Mixed Use,Pedestrian-Oriented Commercial Corridor, , ,0.000000000000000,42.000000000000000,5.000000000000000,44,Commercial / Mixed Use,0.000000000000000
1,MU-1,MU-1f4.0h42,Mixed Use - General,Mixed Use,Pedestrian-Oriented Commercial Corridor, , ,0.000000000000000,42.000000000000000,4.000000000000000,44,Commercial / Mixed Use,0.000000000000000
1,MU-2,MU-2f6.0h63,Mixed Use - Active Frontage,Mixed Use,Pedestrian-Oriented Commercial Corridor, , ,0.000000000000000,63.000000000000000,6.000000000000000,45,Commercial / Mixed Use,0.000000000000000
1,R-CG,R-CG,Residential - Grade-Oriented Infill,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,47,Residential – Low/Medium Density,0.000000000000000
1,DC,DC146D2022,Direct Control,Direct Control,Direct Control,146D2022, ,0.000000000000000,0.000000000000000,0.000000000000000,24,Other,0.000000000000000
1,R-CG,R-CG,Residential - Grade-Oriented Infill,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,47,Residential – Low/Medium Density,0.000000000000000
1,H-GO,H-GO,Housing - Grade-Oriented,Residential - Medium Density,Multi-Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,25,Other,0.000000000000000
1,R-CG,R-CG,Residential - Grade-Oriented Infill,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,47,Residential – Low/Medium Density,0.000000000000000
1,H-GO,H-GO,Housing - Grade-Oriented,Residential - Medium Density,Multi-Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,25,Other,0.000000000000000
1,H-GO,H-GO,Housing - Grade-Oriented,Residential - Medium Density,Multi-Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,25,Other,0.000000000000000
1,H-GO,H-GO,Housing - Grade-Oriented,Residential - Medium Density,Multi-Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,25,Other,0.000000000000000
1,H-GO,H-GO,Housing - Grade-Oriented,Residential - Medium Density,Multi-Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,25,Other,0.000000000000000
1,H-GO,H-GO,Housing - Grade-Oriented,Residential - Medium Density,Multi-Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,25,Other,0.000000000000000
1,H-GO,H-GO,Housing - Grade-Oriented,Residential - Medium Density,Multi-Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,25,Other,0.000000000000000
1,R-CG,R-CG,Residential - Grade-Oriented Infill,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,47,Residential – Low/Medium Density,0.000000000000000
1,R-CG,R-CG,Residential - Grade-Oriented Infill,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,47,Residential – Low/Medium Density,0.000000000000000
1,R-CG,R-CG,Residential - Grade-Oriented Infill,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,47,Residential – Low/Medium Density,0.000000000000000
1,R-CG,R-CG,Residential - Grade-Oriented Infill,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,47,Residential – Low/Medium Density,0.000000000000000
1,H-GO,H-GO,Housing - Grade-Oriented,Residential - Medium Density,Multi-Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,25,Other,0.000000000000000
1,R-CG,R-CG,Residential - Grade-Oriented Infill,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,47,Residential – Low/Medium Density,0.000000000000000
1,DC,DC28Z91,Direct Control,Direct Control,Direct Control,28Z91, ,0.000000000000000,0.000000000000000,0.000000000000000,24,Other,0.000000000000000
1,R-CG,R-CG,Residential - Grade-Oriented Infill,Residential - Low Density,Low Density Residential,None, ,0.000000000000000,0.000000000000000,0.000000000000000,47,Residential – Low/Medium Density,0.000000000000000
1,MU-1,MU-1f4.0h24,Mixed Use - General,Mixed Use,Pedestrian-Oriented Commercial Corridor, , ,0.000000000000000,24.000000000000000,4.000000000000000,44,Commercial / Mixed Use,0.000000000000000
1,S-SPR,S-SPR,"Special Purpose - School, Park and Community Reserve","Parks, Recreation and Public Education",Community Parks and Schools, , ,0.000000000000000,0.000000000000000,0.000000000000000,57,Institutional,0.000000000000000
1,S-SPR,S-SPR,"Special Purpose - School, Park and Community Reserve","Parks, Recreation and Public Education",Community Parks and Schools, , ,0.000000000000000,0.000000000000000,0.000000000000000,57,Institutional,0.000000000000000
1,R-CG,R-CG,Residential - Grade-Oriented Infill,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,47,Residential – Low/Medium Density,0.000000000000000
1,R-CG,R-CG,Residential - Grade-Oriented Infill,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,47,Residential – Low/Medium Density,0.000000000000000
1,R-CG,R-CG,Residential - Grade-Oriented Infill,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,47,Residential – Low/Medium Density,0.000000000000000
1,M-H2,M-H2h40,"Multi-Residential - High Density, Medium Rise",Residential - High Density,Multi-Residential, , ,0.000000000000000,40.000000000000000,0.000000000000000,40,Residential – High Density,0.000000000000000
1,DC,DC130D2025,Direct Control,Direct Control,Direct Control,130D2025, ,0.000000000000000,0.000000000000000,0.000000000000000,24,Other,0.000000000000000
1,DC,DC130D2025,Direct Control,Direct Control,Direct Control,130D2025, ,0.000000000000000,0.000000000000000,0.000000000000000,24,Other,0.000000000000000
1,S-SPR,S-SPR,"Special Purpose - School, Park and Community Reserve","Parks, Recreation and Public Education",Community Parks and Schools, , ,0.000000000000000,0.000000000000000,0.000000000000000,57,Institutional,0.000000000000000
1,R-G,R-G,Residential - Low Density Mixed Housing,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,48,Residential – Low/Medium Density,0.000000000000000
1,R-G,R-G,Residential - Low Density Mixed Housing,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,48,Residential – Low/Medium Density,0.000000000000000
1,M-1,M-1d77,Multi-Residential - Low Profile,Residential - Medium Density,Multi-Residential, , ,77.000000000000000,0.000000000000000,0.000000000000000,33,Other,0.000000000000000
1,M-G,M-Gd65,Multi-Residential - At Grade Housing,Residential - Medium Density,Multi-Residential, , ,65.000000000000000,0.000000000000000,0.000000000000000,38,Other,0.000000000000000
1,S-SPR,S-SPR,"Special Purpose - School, Park and Community Reserve","Parks, Recreation and Public Education",Community Parks and Schools, , ,0.000000000000000,0.000000000000000,0.000000000000000,57,Institutional,0.000000000000000
1,R-2M,R-2M,Residential - Low Density Multiple Dwellings,Residential - Low Density,Low Density Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,46,Other,0.000000000000000
1,M-2,M-2,Multi-Residential - Medium Profile,Residential - Medium Density,Multi-Residential, , ,0.000000000000000,0.000000000000000,0.000000000000000,34,Other,0.000000000000000
1,S-UN,S-UN,Special Purpose - Urban Nature,"Parks, Recreation and Public Education",Urban Nature, , ,0.000000000000000,0.000000000000000,0.000000000000000,59,Parks / Open Space,0.000000000000000
1,S-CRI,S-CRI,Special Purpose - City and Regional Infrastructure,Major Infrastructure,City Regional Infrastructure, , ,0.000000000000000,0.000000000000000,0.000000000000000,53,Institutional,0.000000000000000
1,DC,DC117D2023,Direct Control,Direct Control,Direct Control,117D2023, ,0.000000000000000,0.000000000000000,0.000000000000000,24,Other,0.000000000000000
1,MU-1,MU-1h16,Mixed Use - General,Mixed Use,Pedestrian-Oriented Commercial Corridor, , ,0.000000000000000,16.000000000000000,0.000000000000000,44,Commercial / Mixed Use,0.000000000000000
